data;pubblicazione;url;fascia;vaccino;popolazione_diagnosi;diagnosi;popolazione_giorno_diagnosi;diagnosi_start;diagnosi_end;totale;percentuale_popolazione;percentuale_diagnosi;popolazione_ospedalizzati;ospedalizzazioni;popolazione_giorno_ospedalizzati;ospedalizzazioni_start;ospedalizzazioni_end;totale;percentuale_popolazione;percentuale_ospedalizzazioni;popolazione_ricoveri;ricoveri;popolazione_giorno_ricoveri;ricoveri_start;ricoveri_end;totale;percentuale_popolazione;percentuale_ricoveri;popolazione_decessi;decessi;popolazione_giorno_decessi;decessi_start;decessi_end;totale;percentuale_popolazione;percentuale_decessi
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.608.634;132.396;12/02/22;28/01/22;27/02/22;17.444.860;0,149535966;0,050752999;3.546.648;1.028;29/01/22;14/01/22;13/02/22;17.444.860;0,203306189;0,000289851;3.546.648;15;29/01/22;14/01/22;13/02/22;17.444.860;0,203306189;4,23E-06;4.144.106;4;22/01/22;07/01/22;06/02/22;17.444.860;0,237554558;9,65E-07
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;6.945.360;182.629;12/02/22;28/01/22;27/02/22;17.444.860;0,398132172;0,026295109;4.513.779;649;29/01/22;14/01/22;13/02/22;17.444.860;0,258745499;0,000143782;4.513.779;14;29/01/22;14/01/22;13/02/22;17.444.860;0,258745499;3,10E-06;3.348.038;10;22/01/22;07/01/22;06/02/22;17.444.860;0,191921173;2,99E-06
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;40-59;NON VACCINATI;2.074.077;145.376;12/02/22;28/01/22;27/02/22;18.419.166;0,112604284;0,070091901;2.197.712;1.870;29/01/22;14/01/22;13/02/22;18.419.166;0,119316586;0,000850885;2.197.712;189;29/01/22;14/01/22;13/02/22;18.419.166;0,119316586;8,60E-05;2.286.776;160;22/01/22;07/01/22;06/02/22;18.419.166;0,124151984;7,00E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;493.381;20.287;12/02/22;28/01/22;27/02/22;18.419.166;0,026786283;0,041118324;483.793;240;29/01/22;14/01/22;13/02/22;18.419.166;0,026265739;0,00049608;483.793;11;29/01/22;14/01/22;13/02/22;18.419.166;0,026265739;2,27E-05;471.744;18;22/01/22;07/01/22;06/02/22;18.419.166;0,025611583;3,82E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;3.082.271;99.960;12/02/22;28/01/22;27/02/22;18.419.166;0,167340421;0,032430633;4.951.493;1.388;29/01/22;14/01/22;13/02/22;18.419.166;0,268822866;0,000280319;4.951.493;68;29/01/22;14/01/22;13/02/22;18.419.166;0,268822866;1,37E-05;6.092.010;88;22/01/22;07/01/22;06/02/22;18.419.166;0,330742988;1,44E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;1.566.319;63.814;12/02/22;28/01/22;27/02/22;18.419.166;0,085037455;0,040741382;1.951.719;638;29/01/22;14/01/22;13/02/22;18.419.166;0,105961312;0,000326891;1.951.719;47;29/01/22;14/01/22;13/02/22;18.419.166;0,105961312;2,41E-05;2.173.286;30;22/01/22;07/01/22;06/02/22;18.419.166;0,117990467;1,38E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;11.203.118;247.338;12/02/22;28/01/22;27/02/22;18.419.166;0,608231556;0,022077604;8.834.449;1.419;29/01/22;14/01/22;13/02/22;18.419.166;0,479633497;0,000160621;8.834.449;75;29/01/22;14/01/22;13/02/22;18.419.166;0,479633497;8,49E-06;7.395.350;65;22/01/22;07/01/22;06/02/22;18.419.166;0,401502978;8,79E-06
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;60-79;NON VACCINATI;835.772;49.423;12/02/22;28/01/22;27/02/22;13.548.012;0,061689641;0,059134549;932.462;4.025;29/01/22;14/01/22;13/02/22;13.548.012;0,068826482;0,00431653;932.462;600;29/01/22;14/01/22;13/02/22;13.548.012;0,068826482;0,000643458;999.648;1124;22/01/22;07/01/22;06/02/22;13.548.012;0,073785586;0,001124396
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;294.752;6.822;12/02/22;28/01/22;27/02/22;13.548.012;0,021756107;0,023144881;250.914;483;29/01/22;14/01/22;13/02/22;13.548.012;0,018520356;0,001924962;250.914;35;29/01/22;14/01/22;13/02/22;13.548.012;0,018520356;0,00013949;218.042;94;22/01/22;07/01/22;06/02/22;13.548.012;0,016094022;0,00043111
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;1.279.819;33.708;12/02/22;28/01/22;27/02/22;13.548.012;0,094465446;0,026338099;2.479.193;3.436;29/01/22;14/01/22;13/02/22;13.548.012;0,182993121;0,001385935;2.479.193;297;29/01/22;14/01/22;13/02/22;13.548.012;0,182993121;0,000119797;3.370.591;853;22/01/22;07/01/22;06/02/22;13.548.012;0,248788605;0,000253071
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;502.683;12.230;12/02/22;28/01/22;27/02/22;13.548.012;0,03710382;0,024329448;587.469;607;29/01/22;14/01/22;13/02/22;13.548.012;0,043362008;0,001033246;587.469;55;29/01/22;14/01/22;13/02/22;13.548.012;0,043362008;9,36E-05;628.075;137;22/01/22;07/01/22;06/02/22;13.548.012;0,0463592;0,000218127
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;10.634.986;132.303;12/02/22;28/01/22;27/02/22;13.548.012;0,784984985;0,012440355;9.297.974;4.033;29/01/22;14/01/22;13/02/22;13.548.012;0,686298034;0,00043375;9.297.974;312;29/01/22;14/01/22;13/02/22;13.548.012;0,686298034;3,36E-05;8.331.656;587;22/01/22;07/01/22;06/02/22;13.548.012;0,614972588;7,05E-05
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;80+;NON VACCINATI;168.914;10.865;12/02/22;28/01/22;27/02/22;4.597.907;0,03673715;0,064322673;194.365;3.727;29/01/22;14/01/22;13/02/22;4.597.907;0,042272495;0,019175263;194.365;111;29/01/22;14/01/22;13/02/22;4.597.907;0,042272495;0,00057109;208.143;1889;22/01/22;07/01/22;06/02/22;4.597.907;0,045269076;0,009075491
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;102.837;1.677;12/02/22;28/01/22;27/02/22;4.597.907;0,022366046;0,01630736;89.039;412;29/01/22;14/01/22;13/02/22;4.597.907;0,019365115;0,004627186;89.039;7;29/01/22;14/01/22;13/02/22;4.597.907;0,019365115;7,86E-05;81.703;203;22/01/22;07/01/22;06/02/22;4.597.907;0,017769607;0,002484609
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;450.898;8.796;12/02/22;28/01/22;27/02/22;4.597.907;0,098065924;0,019507738;654.998;3.126;29/01/22;14/01/22;13/02/22;4.597.907;0,142455687;0,004772534;654.998;73;29/01/22;14/01/22;13/02/22;4.597.907;0,142455687;0,000111451;780.493;1553;22/01/22;07/01/22;06/02/22;4.597.907;0,169749627;0,001989768
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;85.004;2.457;12/02/22;28/01/22;27/02/22;4.597.907;0,018487542;0,028904522;90.883;403;29/01/22;14/01/22;13/02/22;4.597.907;0,019766168;0,004434273;90.883;14;29/01/22;14/01/22;13/02/22;4.597.907;0,019766168;0,000154044;93.653;166;22/01/22;07/01/22;06/02/22;4.597.907;0,020368616;0,001772501
02/03/22;04/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_2-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.790.254;55.017;12/02/22;28/01/22;27/02/22;4.597.907;0,824343337;0,014515386;3.568.622;6.171;29/01/22;14/01/22;13/02/22;4.597.907;0,776140535;0,001729239;3.568.622;132;29/01/22;14/01/22;13/02/22;4.597.907;0,776140535;3,70E-05;3.433.915;2015;22/01/22;07/01/22;06/02/22;4.597.907;0,746843074;0,000586794
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;12_39;NON VACCINATI;1.923.077;114.951;19/02/22;04/02/22;06/03/22;17.446.510;0,110227031;0,059774518;2.048.896;1.197;05/02/22;21/01/22;20/02/22;17.446.510;0,117438731;0,000584217;2.048.896;31;05/02/22;21/01/22;20/02/22;17.446.510;0,117438731;1,51E-05;2.145.086;17;29/01/22;14/01/22;13/02/22;17.446.510;0,122952155;7,93E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;646.530;22.844;19/02/22;04/02/22;06/03/22;17.446.510;0,037057841;0,035333241;735.761;233;05/02/22;21/01/22;20/02/22;17.446.510;0,042172389;0,000316679;735.761;2;05/02/22;21/01/22;20/02/22;17.446.510;0,042172389;2,72E-06;753.624;2;29/01/22;14/01/22;13/02/22;17.446.510;0,043196261;2,65E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;4.540.542;113.239;19/02/22;04/02/22;06/03/22;17.446.510;0,260255031;0,024939534;5.884.198;784;05/02/22;21/01/22;20/02/22;17.446.510;0,337270778;0,000133238;5.884.198;23;05/02/22;21/01/22;20/02/22;17.446.510;0,337270778;3,91E-06;6.484.809;12;29/01/22;14/01/22;13/02/22;17.446.510;0,371696632;1,85E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.400.302;90.869;19/02/22;04/02/22;06/03/22;17.446.510;0,137580639;0,03785732;3.019.241;764;05/02/22;21/01/22;20/02/22;17.446.510;0,173057018;0,000253044;3.019.241;11;05/02/22;21/01/22;20/02/22;17.446.510;0,173057018;3,64E-06;3.548.967;5;29/01/22;14/01/22;13/02/22;17.446.510;0,203419882;1,41E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;7.936.059;182.080;19/02/22;04/02/22;06/03/22;17.446.510;0,454879457;0,022943378;5.758.414;666;05/02/22;21/01/22;20/02/22;17.446.510;0,330061084;0,000115657;5.758.414;13;05/02/22;21/01/22;20/02/22;17.446.510;0,330061084;2,26E-06;4.514.024;7;29/01/22;14/01/22;13/02/22;17.446.510;0,258735071;1,55E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;40-59;NON VACCINATI;2.030.852;103.914;19/02/22;04/02/22;06/03/22;18.416.766;0,110271912;0,051167687;2.127.998;1.387;05/02/22;21/01/22;20/02/22;18.416.766;0,115546779;0,000651786;2.127.998;131;05/02/22;21/01/22;20/02/22;18.416.766;0,115546779;6,16E-05;2.198.952;117;29/01/22;14/01/22;13/02/22;18.416.766;0,119399465;5,32E-05
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;468.678;14.758;19/02/22;04/02/22;06/03/22;18.416.766;0,025448442;0,03148857;491.954;190;05/02/22;21/01/22;20/02/22;18.416.766;0,02671229;0,000386215;491.954;8;05/02/22;21/01/22;20/02/22;18.416.766;0,02671229;1,63E-05;481.637;13;29/01/22;14/01/22;13/02/22;18.416.766;0,026152094;2,70E-05
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA > 4 mesi;2.481.391;57.659;19/02/22;04/02/22;06/03/22;18.416.766;0,134735436;0,023236564;3.942.335;954;05/02/22;21/01/22;20/02/22;18.416.766;0,214062284;0,000241989;3.942.335;45;05/02/22;21/01/22;20/02/22;18.416.766;0,214062284;1,14E-05;4.948.223;69;29/01/22;14/01/22;13/02/22;18.416.766;0,268680343;1,39E-05
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;1.479.778;45.321;19/02/22;04/02/22;06/03/22;18.416.766;0,080349503;0,030626891;1.738.034;488;05/02/22;21/01/22;20/02/22;18.416.766;0,094372378;0,000280777;1.738.034;43;05/02/22;21/01/22;20/02/22;18.416.766;0,094372378;2,47E-05;1.953.161;34;29/01/22;14/01/22;13/02/22;18.416.766;0,106053419;1,74E-05
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;40-59;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;11.956.067;221.754;19/02/22;04/02/22;06/03/22;18.416.766;0,649194707;0,018547404;10.116.445;1.355;05/02/22;21/01/22;20/02/22;18.416.766;0,549306268;0,00013394;10.116.445;66;05/02/22;21/01/22;20/02/22;18.416.766;0,549306268;6,52E-06;8.834.793;59;29/01/22;14/01/22;13/02/22;18.416.766;0,47971468;6,68E-06
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;60-79;NON VACCINATI;806.973;36.396;19/02/22;04/02/22;06/03/22;13.548.012;0,059563942;0,045101881;879.815;3.188;05/02/22;21/01/22;20/02/22;13.548.012;0,064940524;0,003623489;879.815;466;05/02/22;21/01/22;20/02/22;13.548.012;0,064940524;0,000529657;936.367;868;29/01/22;14/01/22;13/02/22;13.548.012;0,069114716;0,000926987
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;60-79;VACCINATI CON CICLO INCOMPLETO;286.158;5.115;19/02/22;04/02/22;06/03/22;13.548.012;0,02112177;0,017874741;278.850;417;05/02/22;21/01/22;20/02/22;13.548.012;0,020582356;0,001495428;278.850;30;05/02/22;21/01/22;20/02/22;13.548.012;0,020582356;0,000107585;250.040;89;29/01/22;14/01/22;13/02/22;13.548.012;0,018455844;0,000355943
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA > 4 mesi;959.601;19.128;19/02/22;04/02/22;06/03/22;13.548.012;0,070829654;0,019933285;1.781.839;2.384;05/02/22;21/01/22;20/02/22;13.548.012;0,131520329;0,001337944;1.781.839;194;05/02/22;21/01/22;20/02/22;13.548.012;0,131520329;0,000108876;2.475.431;681;29/01/22;14/01/22;13/02/22;13.548.012;0,182715442;0,000275104
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;495.935;9.428;19/02/22;04/02/22;06/03/22;13.548.012;0,03660574;0,019010556;541.918;497;05/02/22;21/01/22;20/02/22;13.548.012;0,039999817;0,000917113;541.918;40;05/02/22;21/01/22;20/02/22;13.548.012;0,039999817;7,38E-05;587.858;115;29/01/22;14/01/22;13/02/22;13.548.012;0,04339072;0,000195625
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;60-79;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;10.999.345;118.990;19/02/22;04/02/22;06/03/22;13.548.012;0,811878894;0,010817917;10.065.590;3.872;05/02/22;21/01/22;20/02/22;13.548.012;0,742956974;0,000384677;10.065.590;306;05/02/22;21/01/22;20/02/22;13.548.012;0,742956974;3,04E-05;9.298.316;580;29/01/22;14/01/22;13/02/22;13.548.012;0,686323278;6,24E-05
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;80+;NON VACCINATI;161.344;8.112;19/02/22;04/02/22;06/03/22;4.598.657;0,035085026;0,050277668;180.984;3.122;05/02/22;21/01/22;20/02/22;4.598.657;0,039355838;0,017250144;180.984;92;05/02/22;21/01/22;20/02/22;4.598.657;0,039355838;0,000508332;195.477;1653;29/01/22;14/01/22;13/02/22;4.598.657;0,04250741;0,008456238
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;80+;VACCINATI CON CICLO INCOMPLETO;102.808;1.333;19/02/22;04/02/22;06/03/22;4.598.657;0,022356092;0,012965917;97.128;380;05/02/22;21/01/22;20/02/22;4.598.657;0,021120949;0,003912363;97.128;9;05/02/22;21/01/22;20/02/22;4.598.657;0,021120949;9,27E-05;88.837;180;29/01/22;14/01/22;13/02/22;4.598.657;0,019318031;0,002026183
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA > 4 mesi;387.672;5.656;19/02/22;04/02/22;06/03/22;4.598.657;0,084301134;0,014589653;540.252;2.321;05/02/22;21/01/22;20/02/22;4.598.657;0,117480386;0,004296143;540.252;57;05/02/22;21/01/22;20/02/22;4.598.657;0,117480386;0,000105506;654.518;1313;29/01/22;14/01/22;13/02/22;4.598.657;0,142328075;0,002006056
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;86.899;1.984;19/02/22;04/02/22;06/03/22;4.598.657;0,018896604;0,022831103;88.151;356;05/02/22;21/01/22;20/02/22;4.598.657;0,019168857;0,004038525;88.151;14;05/02/22;21/01/22;20/02/22;4.598.657;0,019168857;0,000158818;90.967;149;29/01/22;14/01/22;13/02/22;4.598.657;0,01978121;0,001637957
09/03/22;11/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_9-marzo-2022.pdf;80+;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;3.859.934;46.468;19/02/22;04/02/22;06/03/22;4.598.657;0,839361144;0,012038548;3.692.142;5.915;05/02/22;21/01/22;20/02/22;4.598.657;0,80287397;0,001602051;3.692.142;138;05/02/22;21/01/22;20/02/22;4.598.657;0,80287397;3,74E-05;3.568.858;1967;29/01/22;14/01/22;13/02/22;4.598.657;0,776065273;0,000551157
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;5_11;NON VACCINATI;2.354.072;107.862;26/02/22;11/02/22;13/03/22;3.656.069;0,643880627;0,045819329;2.526.784;337;12/02/22;28/01/22;27/02/22;3.656.069;0,691120436;0,000133371;2.526.784;8;12/02/22;28/01/22;27/02/22;3.656.069;0,691120436;3,17E-06;2.666.934;3;05/02/22;21/01/22;20/02/22;3.656.069;0,729453957;1,12E-06
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;5_11;VACCINATI CON CICLO INCOMPLETO;438.268;18.967;26/02/22;11/02/22;13/03/22;3.656.069;0,119874105;0,043277173;670.655;52;12/02/22;28/01/22;27/02/22;3.656.069;0,183436089;7,75E-05;670.655;0;12/02/22;28/01/22;27/02/22;3.656.069;0,183436089;0;688.094;0;05/02/22;21/01/22;20/02/22;3.656.069;0,188205967;0
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;5_11;VACCINATI CON CICLO COMPLETO DA > 4 mesi;0;0;26/02/22;11/02/22;13/03/22;3.656.069;0;#DIV/0!;0;0;12/02/22;28/01/22;27/02/22;3.656.069;0;#DIV/0!;0;0;12/02/22;28/01/22;27/02/22;3.656.069;0;#DIV/0!;0;0;05/02/22;21/01/22;20/02/22;3.656.069;0;#DIV/0!
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;5_11;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;863.729;35.921;26/02/22;11/02/22;13/03/22;3.656.069;0,236245268;0,041588276;458.630;23;12/02/22;28/01/22;27/02/22;3.656.069;0,125443475;5,01E-05;458.630;0;12/02/22;28/01/22;27/02/22;3.656.069;0,125443475;0;301.041;0;05/02/22;21/01/22;20/02/22;3.656.069;0,082340076;0
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;5_11;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;0;0;26/02/22;11/02/22;13/03/22;3.656.069;0;#DIV/0!;0;0;12/02/22;28/01/22;27/02/22;3.656.069;0;#DIV/0!;0;0;12/02/22;28/01/22;27/02/22;3.656.069;0;#DIV/0!;0;0;05/02/22;21/01/22;20/02/22;3.656.069;0;#DIV/0!
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;12_39;NON VACCINATI;1.882.452;94.480;26/02/22;11/02/22;13/03/22;17.446.910;0,107896011;0,050189859;1.979.011;922;12/02/22;28/01/22;27/02/22;17.446.910;0,113430458;0,000465889;1.979.011;25;12/02/22;28/01/22;27/02/22;17.446.910;0,113430458;1,26E-05;2.048.382;12;05/02/22;21/01/22;20/02/22;17.446.910;0,117406578;5,86E-06
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;12_39;VACCINATI CON CICLO INCOMPLETO;580.048;17.558;26/02/22;11/02/22;13/03/22;17.446.910;0,03324646;0,030269909;701.157;178;12/02/22;28/01/22;27/02/22;17.446.910;0,040188033;0,000253866;701.157;3;12/02/22;28/01/22;27/02/22;17.446.910;0,040188033;4,28E-06;734.768;1;05/02/22;21/01/22;20/02/22;17.446.910;0,042114506;1,36E-06
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA > 4 mesi;4.216.911;87.769;26/02/22;11/02/22;13/03/22;17.446.910;0,24169959;0,020813577;5.207.030;578;12/02/22;28/01/22;27/02/22;17.446.910;0,298449983;0,000111004;5.207.030;12;12/02/22;28/01/22;27/02/22;17.446.910;0,298449983;2,30E-06;5.884.281;9;05/02/22;21/01/22;20/02/22;17.446.910;0,337267803;1,53E-06
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO DA <= 4 mesi;2.202.049;72.815;26/02/22;11/02/22;13/03/22;17.446.910;0,126214269;0,03306693;2.613.181;562;12/02/22;28/01/22;27/02/22;17.446.910;0,149779015;0,000215064;2.613.181;8;12/02/22;28/01/22;27/02/22;17.446.910;0,149779015;3,06E-06;3.020.446;3;05/02/22;21/01/22;20/02/22;17.446.910;0,173122117;9,93E-07
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;12_39;VACCINATI CON CICLO COMPLETO + DOSE AGGIUNTIVA/BOOSTER;8.565.450;207.023;26/02/22;11/02/22;13/03/22;17.446.910;0,490943669;0,024169542;6.946.531;647;12/02/22;28/01/22;27/02/22;17.446.910;0,39815251;9,31E-05;6.946.531;12;12/02/22;28/01/22;27/02/22;17.446.910;0,39815251;1,73E-06;5.759.033;6;05/02/22;21/01/22;20/02/22;17.446.910;0,330088996;1,04E-06
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;40-59;NON VACCINATI;2.005.761;81.905;26/02/22;11/02/22;13/03/22;18.416.111;0,108913386;0,040834875;2.074.199;1.056;12/02/22;28/01/22;27/02/22;18.416.111;0,112629588;0,000509112;2.074.199;86;12/02/22;28/01/22;27/02/22;18.416.111;0,112629588;4,15E-05;2.126.803;87;05/02/22;21/01/22;20/02/22;18.416.111;0,115486;4,09E-05
16/03/22;18/03/22;https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_16-marzo-2022.pdf;40-59;VACCINATI CON CICLO INCOMPLETO;414.831;11.433;26/02/22;11/02/22;13/03/22;18.416.111;0,02252544;0,027560621;489.460;152;12/02/22;28/01/22;27/02/22;18.416.111;0,026577815;0,000310546;489.460;7;12/02/22;28/01/22;27/02/22;18.416.111;0,026577815;1,43E-05;491.286;12;05/02/22;21/01/22;20/02/22;18.416.111;0,026676968;2,44E-05
